participant.id_in_session	participant.code	participant.visited	participant.payoff	player.id_in_group	player.payoff	group.id_in_subsession	group.amount_offered	group.current_opponent	group.payout	group.soc_or_no	group.offer_accepted	subsession.round_number	session.code
1	71heygvn	1	0	1	0	1	8	circle	0	Non-social	0	23	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	11	Non-social	1	24	yn1mq78e
1	71heygvn	1	0	1	0	1	9	circle	11	Non-social	1	25	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	11	Non-social	1	26	yn1mq78e
1	71heygvn	1	0	1	0	1	9	square	11	Non-social	1	27	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Non-social	1	28	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	0	Non-social	0	29	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Non-social	1	30	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Non-social	1	31	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	13	Non-social	1	32	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Non-social	1	33	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Non-social	1	34	yn1mq78e
1	71heygvn	1	0	1	0	1	6	square	14	Non-social	1	35	yn1mq78e
1	71heygvn	1	0	1	0	1	6	square	14	Non-social	1	36	yn1mq78e
1	71heygvn	1	0	1	0	1	6	triangle	14	Non-social	1	37	yn1mq78e
1	71heygvn	1	0	1	0	1	6	circle	14	Non-social	1	38	yn1mq78e
1	71heygvn	1	0	1	0	1	6	square	14	Non-social	1	39	yn1mq78e
1	71heygvn	1	0	1	0	1	6	triangle	0	Non-social	0	40	yn1mq78e
1	71heygvn	1	0	1	0	1	6	triangle	0	Non-social	0	41	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	0	Non-social	0	42	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	11	Non-social	1	43	yn1mq78e
1	71heygvn	1	0	1	0	1	6	square	14	Non-social	1	44	yn1mq78e
1	71heygvn	1	0	1	0	1	6	circle	14	Non-social	1	45	yn1mq78e
1	71heygvn	1	0	1	0	1	6	circle	0	Non-social	0	46	yn1mq78e
1	71heygvn	1	0	1	0	1	9	square	11	Non-social	1	47	yn1mq78e
1	71heygvn	1	0	1	0	1	9	circle	11	Non-social	1	48	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	11	Non-social	1	49	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Non-social	1	50	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Non-social	1	51	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Non-social	1	52	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Non-social	1	53	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	13	Non-social	1	54	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Non-social	1	55	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Non-social	1	56	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Non-social	1	57	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Non-social	1	58	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	0	Non-social	0	59	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Non-social	1	60	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	0	Social	0	61	yn1mq78e
1	71heygvn	1	0	1	0	1	9	square	11	Social	1	62	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	12	Social	1	63	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	64	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Social	1	65	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	12	Social	1	66	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Social	1	67	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	68	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	13	Social	1	69	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	0	Social	0	70	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Social	1	71	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	72	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	73	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	0	Social	0	74	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Social	1	75	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Social	1	76	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Social	1	77	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Social	1	78	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	0	Social	0	79	yn1mq78e
1	71heygvn	1	0	1	0	1	6	triangle	0	Social	0	80	yn1mq78e
1	71heygvn	1	0	1	0	1	9	circle	11	Social	1	81	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	82	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	12	Social	1	83	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Social	1	84	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Social	1	85	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Social	1	86	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	0	Social	0	87	yn1mq78e
1	71heygvn	1	0	1	0	1	6	circle	14	Social	1	88	yn1mq78e
1	71heygvn	1	0	1	0	1	5	square	15	Social	1	89	yn1mq78e
1	71heygvn	1	0	1	0	1	5	circle	15	Social	1	90	yn1mq78e
1	71heygvn	1	0	1	0	1	5	circle	0	Social	0	91	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	0	Social	0	92	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	0	Social	0	93	yn1mq78e
1	71heygvn	1	0	1	0	1	9	circle	11	Social	1	94	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	0	Social	0	95	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	0	Social	0	96	yn1mq78e
1	71heygvn	1	0	1	0	1	10	triangle	10	Social	1	97	yn1mq78e
1	71heygvn	1	0	1	0	1	9	square	11	Social	1	98	yn1mq78e
1	71heygvn	1	0	1	0	1	9	square	11	Social	1	99	yn1mq78e
1	71heygvn	1	0	1	0	1	9	square	11	Social	1	100	yn1mq78e
1	71heygvn	1	0	1	0	1	9	triangle	11	Social	1	101	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	102	yn1mq78e
1	71heygvn	1	0	1	0	1	8	circle	12	Social	1	103	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	13	Social	1	104	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Social	1	105	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	106	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Social	1	107	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Social	1	108	yn1mq78e
1	71heygvn	1	0	1	0	1	7	circle	13	Social	1	109	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Social	1	110	yn1mq78e
1	71heygvn	1	0	1	0	1	6	triangle	14	Social	1	111	yn1mq78e
1	71heygvn	1	0	1	0	1	6	triangle	0	Social	0	112	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	113	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	12	Social	1	114	yn1mq78e
1	71heygvn	1	0	1	0	1	8	square	12	Social	1	115	yn1mq78e
1	71heygvn	1	0	1	0	1	8	triangle	0	Social	0	116	yn1mq78e
1	71heygvn	1	0	1	0	1	7	triangle	13	Social	1	117	yn1mq78e
1	71heygvn	1	0	1	0	1	6	square	14	Social	1	118	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Social	1	119	yn1mq78e
1	71heygvn	1	0	1	0	1	7	square	13	Social	1	120	yn1mq78e
1	zi4ebk4w	1	0	1	0	1	8	triangle	12	Non-social	1	1	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	circle	10	Non-social	1	2	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	square	12	Non-social	1	3	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	circle	14	Non-social	1	4	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	5	square	15	Non-social	1	5	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	4	square	16	Non-social	1	6	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	4	triangle	0	Non-social	0	7	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	square	14	Non-social	1	8	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	square	11	Non-social	1	9	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	1	circle	19	Non-social	1	10	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	1	circle	0	Non-social	0	11	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Non-social	1	12	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	13	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	3	triangle	0	Non-social	0	14	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	circle	14	Non-social	1	15	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	16	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	triangle	13	Non-social	1	17	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	circle	11	Non-social	1	18	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Non-social	1	19	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	4	triangle	16	Non-social	1	20	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	triangle	0	Non-social	0	21	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	circle	11	Non-social	1	22	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Non-social	1	23	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	24	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	circle	14	Non-social	1	25	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	triangle	0	Non-social	0	26	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	triangle	0	Non-social	0	27	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	28	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	29	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	circle	10	Non-social	1	30	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	circle	11	Non-social	1	31	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	0	Non-social	0	32	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	triangle	12	Non-social	1	33	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	3	square	17	Non-social	1	34	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	10	Non-social	1	35	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	36	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	2	square	18	Non-social	1	37	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	38	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	39	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	1	square	19	Non-social	1	40	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	triangle	12	Non-social	1	41	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	4	circle	16	Non-social	1	42	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	triangle	11	Non-social	1	43	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	10	Non-social	1	44	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	circle	13	Non-social	1	45	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	circle	0	Non-social	0	46	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	47	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	circle	20	Non-social	1	48	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	49	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	circle	13	Non-social	1	50	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	1	square	19	Non-social	1	51	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	5	circle	15	Non-social	1	52	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	4	circle	0	Non-social	0	53	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	1	square	19	Non-social	1	54	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Non-social	1	55	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Non-social	1	56	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	circle	14	Non-social	1	57	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	circle	14	Non-social	1	58	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	triangle	11	Non-social	1	59	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	circle	13	Non-social	1	60	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	10	Social	1	61	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	62	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	circle	0	Social	0	63	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	4	square	16	Social	1	64	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	circle	11	Social	1	65	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	10	Social	1	66	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Social	1	67	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	68	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	triangle	0	Social	0	69	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	70	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	10	Social	1	71	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	72	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	73	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	triangle	0	Social	0	74	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	75	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	76	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	circle	11	Social	1	77	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	circle	11	Social	1	78	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	79	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Social	1	80	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	81	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	10	Social	1	82	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	10	Social	1	83	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	circle	14	Social	1	84	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	85	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	0	Social	0	86	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	0	Social	0	87	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	12	circle	8	Social	1	88	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	89	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	circle	11	Social	1	90	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	12	circle	8	Social	1	91	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	92	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	11	triangle	9	Social	1	93	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	11	triangle	9	Social	1	94	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	10	Social	1	95	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	96	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	0	Social	0	97	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	98	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	99	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	100	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Social	1	101	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Social	1	102	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	circle	13	Social	1	103	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	9	circle	11	Social	1	104	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	11	triangle	9	Social	1	105	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	106	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	7	circle	13	Social	1	107	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	108	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	0	Social	0	109	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	11	triangle	9	Social	1	110	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	8	circle	12	Social	1	111	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	12	triangle	8	Social	1	112	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	circle	14	Social	1	113	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	6	circle	14	Social	1	114	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	5	circle	0	Social	0	115	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	116	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	10	triangle	0	Social	0	117	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	11	triangle	9	Social	1	118	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	11	triangle	9	Social	1	119	vjpjw3w9
1	zi4ebk4w	1	0	1	0	1	0	square	20	Social	1	120	vjpjw3w9
1	rg9k3zez	1	0	1	0	1	5	triangle	0	Non-social	0	1	wjikjbl4
1	rg9k3zez	1	0	1	0	1	10	circle	10	Non-social	1	2	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	triangle	11	Non-social	1	3	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	circle	11	Non-social	1	4	wjikjbl4
1	rg9k3zez	1	0	1	0	1	11	triangle	9	Non-social	1	5	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	square	12	Non-social	1	6	wjikjbl4
1	rg9k3zez	1	0	1	0	1	0	triangle	0	Non-social	0	7	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	square	12	Non-social	1	8	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	triangle	13	Non-social	1	9	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	triangle	13	Non-social	1	10	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	square	14	Non-social	1	11	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	circle	14	Non-social	1	12	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	square	14	Non-social	1	13	wjikjbl4
1	rg9k3zez	1	0	1	0	1	3	circle	17	Non-social	1	14	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	triangle	11	Non-social	1	15	wjikjbl4
1	rg9k3zez	1	0	1	0	1	4	square	0	Non-social	0	16	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	12	Non-social	1	17	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Non-social	1	18	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	circle	0	Non-social	0	19	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	square	12	Non-social	1	20	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	square	13	Non-social	1	21	wjikjbl4
1	rg9k3zez	1	0	1	0	1	3	triangle	0	Non-social	0	22	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	12	Non-social	1	23	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	triangle	14	Non-social	1	24	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	0	Non-social	0	25	wjikjbl4
1	rg9k3zez	1	0	1	0	1	10	triangle	10	Non-social	1	26	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	triangle	13	Non-social	1	27	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	triangle	13	Non-social	1	28	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	triangle	12	Non-social	1	29	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	circle	14	Non-social	1	30	wjikjbl4
1	rg9k3zez	1	0	1	0	1	5	square	15	Non-social	1	31	wjikjbl4
1	rg9k3zez	1	0	1	0	1	10	square	10	Non-social	1	32	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	triangle	14	Non-social	1	33	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Non-social	1	34	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	12	Non-social	1	35	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	square	14	Non-social	1	36	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	square	13	Non-social	1	37	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Non-social	1	38	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	square	11	Non-social	1	39	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Non-social	1	40	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	triangle	14	Non-social	1	41	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Non-social	1	42	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	square	13	Non-social	1	43	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	square	14	Non-social	1	44	wjikjbl4
1	rg9k3zez	1	0	1	0	1	5	circle	15	Non-social	1	45	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	triangle	11	Non-social	1	46	wjikjbl4
1	rg9k3zez	1	0	1	0	1	2	circle	18	Non-social	1	47	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	0	Non-social	0	48	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	triangle	11	Non-social	1	49	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	12	Non-social	1	50	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	square	14	Non-social	1	51	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	12	Non-social	1	52	wjikjbl4
1	rg9k3zez	1	0	1	0	1	5	circle	15	Non-social	1	53	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	triangle	12	Non-social	1	54	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	square	12	Non-social	1	55	wjikjbl4
1	rg9k3zez	1	0	1	0	1	4	square	16	Non-social	1	56	wjikjbl4
1	rg9k3zez	1	0	1	0	1	1	circle	0	Non-social	0	57	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	square	13	Non-social	1	58	wjikjbl4
1	rg9k3zez	1	0	1	0	1	5	square	15	Non-social	1	59	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	triangle	14	Non-social	1	60	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Social	1	61	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	square	13	Social	1	62	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	0	Social	0	63	wjikjbl4
1	rg9k3zez	1	0	1	0	1	10	triangle	0	Social	0	64	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Social	1	65	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	square	12	Social	1	66	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	circle	14	Social	1	67	wjikjbl4
1	rg9k3zez	1	0	1	0	1	10	square	10	Social	1	68	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	square	11	Social	1	69	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	square	12	Social	1	70	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	triangle	13	Social	1	71	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	circle	0	Social	0	72	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	square	11	Social	1	73	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	triangle	0	Social	0	74	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Social	1	75	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	square	11	Social	1	76	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Social	1	77	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	circle	11	Social	1	78	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	triangle	13	Social	1	79	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	triangle	11	Social	1	80	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Social	1	81	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	square	12	Social	1	82	wjikjbl4
1	rg9k3zez	1	0	1	0	1	6	triangle	14	Social	1	83	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	12	Social	1	84	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	12	Social	1	85	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Social	1	86	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	triangle	0	Social	0	87	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	triangle	13	Social	1	88	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	triangle	11	Social	1	89	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	square	13	Social	1	90	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	triangle	11	Social	1	91	wjikjbl4
1	rg9k3zez	1	0	1	0	1	5	square	15	Social	1	92	wjikjbl4
1	rg9k3zez	1	0	1	0	1	9	triangle	11	Social	1	93	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	circle	13	Social	1	94	wjikjbl4
1	rg9k3zez	1	0	1	0	1	8	circle	12	Social	1	95	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	square	13	Social	1	96	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	square	13	Social	1	97	wjikjbl4
1	rg9k3zez	1	0	1	0	1	10	triangle	10	Social	1	98	wjikjbl4
1	rg9k3zez	1	0	1	0	1	5	square	15	Social	1	99	wjikjbl4
1	rg9k3zez	1	0	1	0	1	19	square	1	Social	1	100	wjikjbl4
1	rg9k3zez	1	0	1	0	1	5	circle	15	Social	1	101	wjikjbl4
1	rg9k3zez	1	0	1	0	1	7	triangle	13	Social	1	102	wjikjbl4
1	rg9k3zez	1	0	1	0	1	1	circle	0	Social	0	103	wjikjbl4
1	rg9k3zez	1	0	1	0	1	5	square	15	Social	1	104	wjikjbl4
